,episode_name,tv_show_name,imdb_ratings,runtime_in_mins,director,season
327,Cupid's Dagger,The Orville,8.0,44,Jamie Babbit,Season 1 | Episode 9
328,Firestorm,The Orville,8.2,43,Brannon Braga,Season 1 | Episode 10
329,New Dimensions,The Orville,8.1,44,Kelly Cronin,Season 1 | Episode 11
330,Mad Idolatry,The Orville,8.5,44,Brannon Braga,Season 1 | Episode 12
331,Ja'loja,The Orville,7.2,48,Seth MacFarlane,Season 2 | Episode 1
332,Primal Urges,The Orville,6.6,49,Kevin Hooks,Season 2 | Episode 2
333,Home,The Orville,8.3,49,Jon Cassar,Season 2 | Episode 3
334,Nothing Left on Earth Excepting Fishes,The Orville,8.5,44,Jon Cassar,Season 2 | Episode 4
335,All the World Is Birthday Cake,The Orville,7.5,44,Robert Duncan McNeill,Season 2 | Episode 5
336,A Happy Refrain,The Orville,NA,44,Seth MacFarlane,Season 2 | Episode 6
337,Deflectors,The Orville,NA,44,Seth MacFarlane,Season 2 | Episode 7
338,Episode #2.8,The Orville,NA,44,Jon Cassar,Season 2 | Episode 8
339,Episode #2.9,The Orville,NA,44,Rebecca Rodriguez,Season 2 | Episode 9
340,Episode #2.10,The Orville,NA,44,Seth MacFarlane,Season 2 | Episode 10
341,Episode #2.11,The Orville,NA,44,Seth MacFarlane,Season 2 | Episode 11
342,Episode #2.12,The Orville,NA,44,Seth MacFarlane,Season 2 | Episode 12
343,Episode #2.13,The Orville,NA,44,Gary S. Rake,Season 2 | Episode 13
344,Episode #2.14,The Orville,NA,44,Gary S. Rake,Season 2 | Episode 14
345,The Vulcan Hello,Star Trek: Discovery,7.2,42,David Semel,Season 1 | Episode 1
346,Battle at the Binary Stars,Star Trek: Discovery,7.5,38,Adam Kane,Season 1 | Episode 2
347,Context Is for Kings,Star Trek: Discovery,7.8,48,Akiva Goldsman,Season 1 | Episode 3
348,The Butcher's Knife Cares Not for the Lamb's Cry,Star Trek: Discovery,7.2,49,Olatunde Osunsanmi,Season 1 | Episode 4
349,Choose Your Pain,Star Trek: Discovery,7.3,47,Lee Rose,Season 1 | Episode 5
350,Lethe,Star Trek: Discovery,7.4,44,Douglas Aarniokoski,Season 1 | Episode 6
351,Magic to Make the Sanest Man Go Mad,Star Trek: Discovery,7.5,47,David Barrett,Season 1 | Episode 7
352,"Si Vis Pacem, Para Bellum",Star Trek: Discovery,6.9,42,John Scott,Season 1 | Episode 8
353,Into the Forest I Go,Star Trek: Discovery,8.0,47,Chris Byrne,Season 1 | Episode 9
354,Despite Yourself,Star Trek: Discovery,8.0,48,Jonathan Frakes,Season 1 | Episode 10
355,The Wolf Inside,Star Trek: Discovery,8.0,49,T.J. Scott,Season 1 | Episode 11
356,Vaulting Ambition,Star Trek: Discovery,8.2,38,Hanelle M. Culpepper,Season 1 | Episode 12
357,What's Past Is Prologue,Star Trek: Discovery,8.2,44,Olatunde Osunsanmi,Season 1 | Episode 13
358,"The War Without, the War Within",Star Trek: Discovery,7.6,49,David Solomon,Season 1 | Episode 14
359,Will You Take My Hand?,Star Trek: Discovery,7.1,45,Akiva Goldsman,Season 1 | Episode 15
360,Brother,Star Trek: Discovery,7.5,11,Alex Kurtzman,Season 2 | Episode 1
361,New Eden,Star Trek: Discovery,8.3,43,Jonathan Frakes,Season 2 | Episode 2
362,Point of Light,Star Trek: Discovery,NA,1,Olatunde Osunsanmi,Season 2 | Episode 3
363,An Obol for Charon,Star Trek: Discovery,NA,1,Lee Rose,Season 2 | Episode 4
364,Saints of Imperfection,Star Trek: Discovery,NA,1,David Barrett,Season 2 | Episode 5
365,Episode #2.6,Star Trek: Discovery,NA,1,Douglas Aarniokoski,Season 2 | Episode 6
366,Episode #2.7,Star Trek: Discovery,NA,1,Marta Cunningham,Season 2 | Episode 7
367,If Memory Serves,Star Trek: Discovery,NA,1,T.J. Scott,Season 2 | Episode 8
368,Episode #2.9,Star Trek: Discovery,NA,1,Jonathan Frakes,Season 2 | Episode 9
369,Episode #2.10,Star Trek: Discovery,NA,1,Hanelle M. Culpepper,Season 2 | Episode 10
370,Episode #2.11,Star Trek: Discovery,NA,1,Maja Vrvilo,Season 2 | Episode 11
371,Episode #2.12,Star Trek: Discovery,NA,1,Douglas Aarniokoski,Season 2 | Episode 12
372,Episode #2.13,Star Trek: Discovery,NA,1,Olatunde Osunsanmi,Season 2 | Episode 13
373,Episode #2.14,Star Trek: Discovery,NA,1,Olatunde Osunsanmi,Season 2 | Episode 14
374,The National Anthem,Black Mirror,7.8,44,Otto Bathurst,Season 1 | Episode 1
375,Fifteen Million Merits,Black Mirror,8.2,12,Euros Lyn,Season 1 | Episode 2
376,The Entire History of You,Black Mirror,8.6,49,Brian Welsh,Season 1 | Episode 3
377,Be Right Back,Black Mirror,8.1,48,Owen Harris,Season 2 | Episode 1
378,White Bear,Black Mirror,8.1,42,Carl Tibbetts,Season 2 | Episode 2
379,The Waldo Moment,Black Mirror,6.8,43,Bryn Higgins,Season 2 | Episode 3
380,White Christmas,Black Mirror,9.2,113,Carl Tibbetts,Season 2 | Episode 4
381,Nosedive,Black Mirror,8.3,13,Joe Wright,Season 3 | Episode 1
382,Playtest,Black Mirror,8.1,57,Dan Trachtenberg,Season 3 | Episode 2
383,Shut Up and Dance,Black Mirror,8.5,52,James Watkins,Season 3 | Episode 3
384,San Junipero,Black Mirror,8.7,11,Owen Harris,Season 3 | Episode 4
385,Men Against Fire,Black Mirror,7.7,1,Jakob Verbruggen,Season 3 | Episode 5
386,Hated in the Nation,Black Mirror,8.6,129,James Hawes,Season 3 | Episode 6
387,USS Callister,Black Mirror,8.3,116,Toby Haynes,Season 4 | Episode 1
388,Arkangel,Black Mirror,7.3,52,Jodie Foster,Season 4 | Episode 2
389,Crocodile,Black Mirror,7.3,59,John Hillcoat,Season 4 | Episode 3
390,Hang the DJ,Black Mirror,8.8,51,Timothy Van Patten,Season 4 | Episode 4
391,Metalhead,Black Mirror,6.7,41,David Slade,Season 4 | Episode 5
392,Black Museum,Black Mirror,8.7,19,Colm McCarthy,Season 4 | Episode 6
393,Episode #5.1,Black Mirror,NA,1,Charlie Brooker,Season 5 | Episode 1
394,Episode #5.2,Black Mirror,NA,1,Charlie Brooker,Season 5 | Episode 2
395,Episode #5.3,Black Mirror,NA,1,Charlie Brooker,Season 5 | Episode 3
396,Episode #5.4,Black Mirror,NA,1,Charlie Brooker,Season 5 | Episode 4
397,Sassenach,Outlander,8.6,13,John Dahl,Season 1 | Episode 1
398,Castle Leoch,Outlander,8.8,59,John Dahl,Season 1 | Episode 2
399,The Way Out,Outlander,8.9,56,Brian Kelly,Season 1 | Episode 3
400,The Gathering,Outlander,8.9,56,Brian Kelly,Season 1 | Episode 4
401,Rent,Outlander,9.0,57,Brian Kelly,Season 1 | Episode 5
402,The Garrison Commander,Outlander,9.3,57,Brian Kelly,Season 1 | Episode 6
403,The Wedding,Outlander,9.1,54,Anna Foerster,Season 1 | Episode 7
404,Both Sides Now,Outlander,9.1,55,Anna Foerster,Season 1 | Episode 8
405,The Reckoning,Outlander,8.7,1,Richard Clark,Season 1 | Episode 9
406,By the Pricking of My Thumbs,Outlander,8.7,59,Richard Clark,Season 1 | Episode 10
407,The Devil's Mark,Outlander,9.4,59,Mike Barker,Season 1 | Episode 11
408,Lallybroch,Outlander,8.8,58,Mike Barker,Season 1 | Episode 12
409,The Watch,Outlander,8.7,57,Metin Hüseyin,Season 1 | Episode 13
410,The Search,Outlander,8.6,58,Metin Hüseyin,Season 1 | Episode 14
411,Wentworth Prison,Outlander,9.1,57,Anna Foerster,Season 1 | Episode 15
412,To Ransom a Man's Soul,Outlander,8.8,59,Anna Foerster,Season 1 | Episode 16
413,"Through a Glass, Darkly",Outlander,9.0,59,Metin Hüseyin,Season 2 | Episode 1
414,Not in Scotland Anymore,Outlander,8.6,58,Metin Hüseyin,Season 2 | Episode 2
415,Useful Occupations and Deceptions,Outlander,8.6,56,Metin Hüseyin,Season 2 | Episode 3
416,La Dame Blanche,Outlander,8.8,59,Douglas Mackinnon,Season 2 | Episode 4
417,Untimely Resurrection,Outlander,8.9,50,Douglas Mackinnon,Season 2 | Episode 5
418,Best Laid Schemes...,Outlander,9.0,51,Metin Hüseyin,Season 2 | Episode 6
419,Faith,Outlander,9.5,13,Metin Hüseyin,Season 2 | Episode 7
420,The Fox's Lair,Outlander,8.5,59,Mike Barker,Season 2 | Episode 8
421,Je Suis Prest,Outlander,8.8,55,Philip John,Season 2 | Episode 9
422,Prestonpans,Outlander,9.1,58,Philip John,Season 2 | Episode 10
423,Vengeance Is Mine,Outlander,9.2,55,Mike Barker,Season 2 | Episode 11
424,The Hail Mary,Outlander,9.1,59,Philip John,Season 2 | Episode 12
425,Dragonfly in Amber,Outlander,9.6,130,Philip John,Season 2 | Episode 13
426,The Battle Joined,Outlander,9.1,54,Brendan Maher,Season 3 | Episode 1
427,Surrender,Outlander,9.0,55,Jennifer Getzinger,Season 3 | Episode 2
428,All Debts Paid,Outlander,9.3,58,Brendan Maher,Season 3 | Episode 3
429,Of Lost Things,Outlander,9.4,59,Brendan Maher,Season 3 | Episode 4
430,Freedom & Whisky,Outlander,9.4,54,Brendan Maher,Season 3 | Episode 5
431,A. Malcolm,Outlander,9.2,114,Norma Bailey,Season 3 | Episode 6
432,Crème de Menthe,Outlander,8.4,50,Norma Bailey,Season 3 | Episode 7
433,First Wife,Outlander,9.1,13,Jennifer Getzinger,Season 3 | Episode 8
434,The Doldrums,Outlander,8.9,1,David Moore,Season 3 | Episode 9
435,Heaven and Earth,Outlander,9.0,57,David Moore,Season 3 | Episode 10
436,Uncharted,Outlander,8.9,1,Charlotte Brändström,Season 3 | Episode 11
437,The Bakra,Outlander,9.1,56,Charlotte Brändström,Season 3 | Episode 12
438,Eye of the Storm,Outlander,9.3,57,Matthew B. Roberts,Season 3 | Episode 13
439,America the Beautiful,Outlander,8.7,14,Julian Holmes,Season 4 | Episode 1
440,Do No Harm,Outlander,8.7,57,Julian Holmes,Season 4 | Episode 2
441,The False Bride,Outlander,8.9,11,Ben Bolt,Season 4 | Episode 3
442,Common Ground,Outlander,9.1,1,Ben Bolt,Season 4 | Episode 4
443,Savages,Outlander,9.2,58,Denise Di Novi,Season 4 | Episode 5
444,Blood of My Blood,Outlander,8.9,12,Denise Di Novi,Season 4 | Episode 6
445,Down the Rabbit Hole,Outlander,8.8,59,Jennifer Getzinger,Season 4 | Episode 7
446,Wilmington,Outlander,9.0,57,Jennifer Getzinger,Season 4 | Episode 8
447,The Birds and The Bees,Outlander,9.6,12,David Moore,Season 4 | Episode 9
448,The Deep Heart's Core,Outlander,8.8,57,David Moore,Season 4 | Episode 10
449,If Not For Hope,Outlander,8.8,13,Mairzee Almas,Season 4 | Episode 11
450,Providence,Outlander,9.1,59,Mairzee Almas,Season 4 | Episode 12
451,Man of Worth,Outlander,9.1,14,Stephen Woolfenden,Season 4 | Episode 13
452,Episode #5.1,Outlander,NA,14,Ronald D. Moore,Season 5 | Episode 1
453,Episode #5.2,Outlander,NA,14,Ronald D. Moore,Season 5 | Episode 2
454,Episode #5.3,Outlander,NA,14,Ronald D. Moore,Season 5 | Episode 3
455,Episode #5.4,Outlander,NA,14,Ronald D. Moore,Season 5 | Episode 4
456,Episode #5.5,Outlander,NA,14,Ronald D. Moore,Season 5 | Episode 5
457,Episode #5.6,Outlander,NA,14,Ronald D. Moore,Season 5 | Episode 6
458,Episode #5.7,Outlander,NA,14,Ronald D. Moore,Season 5 | Episode 7
459,Episode #5.8,Outlander,NA,14,Ronald D. Moore,Season 5 | Episode 8
460,Episode #5.9,Outlander,NA,14,Ronald D. Moore,Season 5 | Episode 9
461,Episode #5.10,Outlander,NA,14,Ronald D. Moore,Season 5 | Episode 10
462,Episode #5.11,Outlander,NA,14,Ronald D. Moore,Season 5 | Episode 11
463,Episode #5.12,Outlander,NA,14,Ronald D. Moore,Season 5 | Episode 12
464,Episode #6.1,Outlander,NA,14,Ronald D. Moore,Season 6 | Episode 1
465,Episode #6.2,Outlander,NA,14,Ronald D. Moore,Season 6 | Episode 2
466,Episode #6.3,Outlander,NA,14,Ronald D. Moore,Season 6 | Episode 3
467,Episode #6.4,Outlander,NA,14,Ronald D. Moore,Season 6 | Episode 4
468,Episode #6.5,Outlander,NA,14,Ronald D. Moore,Season 6 | Episode 5
469,Episode #6.6,Outlander,NA,14,Ronald D. Moore,Season 6 | Episode 6
470,Episode #6.7,Outlander,NA,14,Ronald D. Moore,Season 6 | Episode 7
471,Episode #6.8,Outlander,NA,14,Ronald D. Moore,Season 6 | Episode 8
472,Episode #6.9,Outlander,NA,14,Ronald D. Moore,Season 6 | Episode 9
473,Episode #6.10,Outlander,NA,14,Ronald D. Moore,Season 6 | Episode 10
474,Episode #6.11,Outlander,NA,14,Ronald D. Moore,Season 6 | Episode 11
475,Episode #6.12,Outlander,NA,14,Ronald D. Moore,Season 6 | Episode 12
476,The Bone Orchard,American Gods,8.2,15,David Slade,Season 1 | Episode 1
477,The Secret of Spoons,American Gods,8.1,11,David Slade,Season 1 | Episode 2
478,Head Full of Snow,American Gods,7.8,11,David Slade,Season 1 | Episode 3
479,Git Gone,American Gods,8.0,11,Craig Zobel,Season 1 | Episode 4
480,Lemon Scented You,American Gods,8.4,58,Vincenzo Natali,Season 1 | Episode 5
481,A Murder of Gods,American Gods,7.6,54,Adam Kane,Season 1 | Episode 6
482,A Prayer for Mad Sweeney,American Gods,8.0,54,Adam Kane,Season 1 | Episode 7
483,Come to Jesus,American Gods,8.6,12,Floria Sigismondi,Season 1 | Episode 8
484,Episode #2.1,American Gods,NA,1,Chris Byrne,Season 2 | Episode 1
485,Episode #2.2,American Gods,NA,1,Frederick E.O. Toye,Season 2 | Episode 2
486,Episode #2.3,American Gods,NA,1,Chris Byrne,Season 2 | Episode 3
487,Episode #2.4,American Gods,NA,1,Stacie Passon,Season 2 | Episode 4
488,Episode #2.5,American Gods,NA,1,Salli Richardson-Whitfield,Season 2 | Episode 5
489,Episode #2.6,American Gods,NA,1,Rachel Talalay,Season 2 | Episode 6
490,Episode #2.7,American Gods,NA,1,Paco Cabezas,Season 2 | Episode 7
491,Episode #2.8,American Gods,NA,1,Chris Byrne,Season 2 | Episode 8
492,A Hard Day's Night,Grey's Anatomy,8.6,1,Peter Horton,Season 1 | Episode 1
493,The First Cut Is the Deepest,Grey's Anatomy,8.4,1,Peter Horton,Season 1 | Episode 2
494,"Winning a Battle, Losing the War",Grey's Anatomy,8.4,43,Tony Goldwyn,Season 1 | Episode 3
495,No Man's Land,Grey's Anatomy,8.2,1,Adam Davidson,Season 1 | Episode 4
496,Shake Your Groove Thing,Grey's Anatomy,8.4,1,John David Coles,Season 1 | Episode 5
497,If Tomorrow Never Comes,Grey's Anatomy,8.5,1,Scott Brazil,Season 1 | Episode 6
498,The Self-Destruct Button,Grey's Anatomy,8.5,30,Darnell Martin,Season 1 | Episode 7
499,Save Me,Grey's Anatomy,8.4,1,Sarah Pia Anderson,Season 1 | Episode 8
500,Who's Zoomin' Who?,Grey's Anatomy,8.9,1,Wendey Stanzler,Season 1 | Episode 9
501,Raindrops Keep Falling on My Head,Grey's Anatomy,8.7,1,Peter Horton,Season 2 | Episode 1
502,Enough Is Enough,Grey's Anatomy,8.5,1,Peter Horton,Season 2 | Episode 2
503,Make Me Lose Control,Grey's Anatomy,8.9,1,Adam Davidson,Season 2 | Episode 3
504,"Deny, Deny, Deny",Grey's Anatomy,8.7,1,Wendey Stanzler,Season 2 | Episode 4
505,Bring the Pain,Grey's Anatomy,8.8,1,Mark Tinker,Season 2 | Episode 5
506,Into You Like a Train,Grey's Anatomy,8.7,1,Jeff Melman,Season 2 | Episode 6
507,Something to Talk About,Grey's Anatomy,8.6,1,Adam Davidson,Season 2 | Episode 7
508,Let It Be,Grey's Anatomy,8.3,1,Lesli Linka Glatter,Season 2 | Episode 8
509,Thanks for the Memories,Grey's Anatomy,8.7,1,Michael Dinner,Season 2 | Episode 9
510,Much Too Much,Grey's Anatomy,8.4,1,Wendey Stanzler,Season 2 | Episode 10
511,Owner of a Lonely Heart,Grey's Anatomy,8.5,1,Daniel Minahan,Season 2 | Episode 11
512,Grandma Got Run Over by a Reindeer,Grey's Anatomy,8.5,1,Peter Horton,Season 2 | Episode 12
513,Begin the Begin,Grey's Anatomy,8.6,1,Jessica Yu,Season 2 | Episode 13
514,Tell Me Sweet Little Lies,Grey's Anatomy,8.4,1,Adam Davidson,Season 2 | Episode 14
515,Break on Through,Grey's Anatomy,8.7,1,David Paymer,Season 2 | Episode 15
516,It's the End of the World,Grey's Anatomy,9.5,1,Peter Horton,Season 2 | Episode 16
517,As We Know It,Grey's Anatomy,9.6,1,Peter Horton,Season 2 | Episode 17
518,Yesterday,Grey's Anatomy,8.7,1,Rob Corn,Season 2 | Episode 18
519,What Have I Done to Deserve This?,Grey's Anatomy,8.5,1,Wendey Stanzler,Season 2 | Episode 19
520,Band-Aid Covers the Bullet Hole,Grey's Anatomy,8.5,1,Julie Anne Robinson,Season 2 | Episode 20
521,Superstition,Grey's Anatomy,8.5,43,Tricia Brock,Season 2 | Episode 21
522,The Name of the Game,Grey's Anatomy,8.5,1,Seith Mann,Season 2 | Episode 22
523,Blues for Sister Someone,Grey's Anatomy,8.4,1,Jeff Melman,Season 2 | Episode 23
524,Damage Case,Grey's Anatomy,8.7,1,Tony Goldwyn,Season 2 | Episode 24
525,17 Seconds,Grey's Anatomy,9.0,1,Daniel Minahan,Season 2 | Episode 25
526,Deterioration of the Fight or Flight Response,Grey's Anatomy,9.0,1,Rob Corn,Season 2 | Episode 26
527,Losing My Religion,Grey's Anatomy,9.1,41,Mark Tinker,Season 2 | Episode 27
528,Time Has Come Today,Grey's Anatomy,8.9,1,Daniel Minahan,Season 3 | Episode 1
529,I Am a Tree,Grey's Anatomy,8.5,1,Jeff Melman,Season 3 | Episode 2
530,Sometimes a Fantasy,Grey's Anatomy,8.2,1,Adam Arkin,Season 3 | Episode 3
531,What I Am,Grey's Anatomy,8.3,1,Dan Lerner,Season 3 | Episode 4
532,"Oh, the Guilt",Grey's Anatomy,8.5,1,Jeff Melman,Season 3 | Episode 5
533,Let the Angels Commit,Grey's Anatomy,8.0,1,Jessica Yu,Season 3 | Episode 6
534,Where the Boys Are,Grey's Anatomy,8.0,1,Daniel Minahan,Season 3 | Episode 7
535,Staring at the Sun,Grey's Anatomy,8.0,1,Jeff Melman,Season 3 | Episode 8
536,From a Whisper to a Scream,Grey's Anatomy,9.0,1,Julie Anne Robinson,Season 3 | Episode 9
537,Don't Stand So Close to Me,Grey's Anatomy,8.1,1,Seith Mann,Season 3 | Episode 10
538,Six Days: Part 1,Grey's Anatomy,8.8,1,Greg Yaitanes,Season 3 | Episode 11
539,Six Days: Part 2,Grey's Anatomy,9.0,1,Greg Yaitanes,Season 3 | Episode 12
540,Great Expectations,Grey's Anatomy,8.3,1,Michael Grossman,Season 3 | Episode 13
541,Wishin' and Hopin',Grey's Anatomy,8.8,1,Julie Anne Robinson,Season 3 | Episode 14
542,Walk on Water,Grey's Anatomy,8.6,1,Rob Corn,Season 3 | Episode 15
543,Drowning on Dry Land,Grey's Anatomy,8.6,1,Rob Corn,Season 3 | Episode 16
544,Some Kind of Miracle,Grey's Anatomy,8.7,1,Adam Arkin,Season 3 | Episode 17
545,Scars and Souvenirs,Grey's Anatomy,8.6,1,James Frawley,Season 3 | Episode 18
546,My Favorite Mistake,Grey's Anatomy,8.0,1,Tamra Davis,Season 3 | Episode 19
547,Time After Time,Grey's Anatomy,7.8,1,Christopher Misiano,Season 3 | Episode 20
548,Desire,Grey's Anatomy,7.8,1,Tom Verica,Season 3 | Episode 21
549,"The Other Side of This Life, Part 1",Grey's Anatomy,7.1,1,Michael Grossman,Season 3 | Episode 22
550,"The Other Side of This Life, Part 2",Grey's Anatomy,7.1,1,Michael Grossman,Season 3 | Episode 23
551,Testing 1-2-3,Grey's Anatomy,8.7,1,Christopher Misiano,Season 3 | Episode 24
552,Didn't We Almost Have It All?,Grey's Anatomy,8.6,1,Rob Corn,Season 3 | Episode 25
553,A Change Is Gonna Come,Grey's Anatomy,8.1,1,Rob Corn,Season 4 | Episode 1
554,Love/Addiction,Grey's Anatomy,7.9,1,James Frawley,Season 4 | Episode 2
555,Let the Truth Sting,Grey's Anatomy,8.2,1,Daniel Minahan,Season 4 | Episode 3
556,The Heart of the Matter,Grey's Anatomy,8.0,1,Randy Zisk,Season 4 | Episode 4
557,Haunt You Every Day,Grey's Anatomy,7.9,1,Bethany Rooney,Season 4 | Episode 5
558,Kung Fu Fighting,Grey's Anatomy,7.9,1,Tom Verica,Season 4 | Episode 6
559,Physical Attraction... Chemical Reaction,Grey's Anatomy,7.8,1,Jeff Melman,Season 4 | Episode 7
560,Forever Young,Grey's Anatomy,8.1,1,Rob Corn,Season 4 | Episode 8
561,Crash Into Me: Part 1,Grey's Anatomy,8.1,1,Michael Grossman,Season 4 | Episode 9
562,Crash Into Me: Part 2,Grey's Anatomy,8.1,1,Jessica Yu,Season 4 | Episode 10
563,Lay Your Hands on Me,Grey's Anatomy,7.8,1,John Terlesky,Season 4 | Episode 11
564,Where the Wild Things Are,Grey's Anatomy,7.8,1,Rob Corn,Season 4 | Episode 12
565,Piece of My Heart,Grey's Anatomy,8.2,1,Mark Tinker,Season 4 | Episode 13
566,The Becoming,Grey's Anatomy,7.9,1,Julie Anne Robinson,Season 4 | Episode 14
567,Losing My Mind,Grey's Anatomy,8.0,1,James Frawley,Season 4 | Episode 15
568,Freedom: Part 1,Grey's Anatomy,8.2,1,Rob Corn,Season 4 | Episode 16
569,Freedom: Part 2,Grey's Anatomy,8.3,1,Rob Corn,Season 4 | Episode 17
570,Dream a Little Dream of Me: Part 1,Grey's Anatomy,8.5,2,Rob Corn,Season 5 | Episode 1
571,Dream a Little Dream of Me: Part 2,Grey's Anatomy,8.5,1,Rob Corn,Season 5 | Episode 2
572,Here Comes the Flood,Grey's Anatomy,8.5,1,Michael Pressman,Season 5 | Episode 3
573,Brave New World,Grey's Anatomy,8.7,1,Eric Stoltz,Season 5 | Episode 4
574,There's No 'I' in Team,Grey's Anatomy,8.8,55,Randy Zisk,Season 5 | Episode 5
575,Life During Wartime,Grey's Anatomy,8.6,1,James Frawley,Season 5 | Episode 6
576,Rise Up,Grey's Anatomy,8.8,41,Joanna Kerns,Season 5 | Episode 7
577,These Ties That Bind,Grey's Anatomy,8.5,43,Eric Stoltz,Season 5 | Episode 8
578,In the Midnight Hour,Grey's Anatomy,8.7,1,Tom Verica,Season 5 | Episode 9
579,All by Myself,Grey's Anatomy,8.7,1,Arlene Sanford,Season 5 | Episode 10
580,Wish You Were Here,Grey's Anatomy,8.5,1,Rob Corn,Season 5 | Episode 11
581,Sympathy for the Devil,Grey's Anatomy,9.0,1,Jeannot Szwarc,Season 5 | Episode 12
582,Stairway to Heaven,Grey's Anatomy,9.3,1,Allison Liddi-Brown,Season 5 | Episode 13
583,Beat Your Heart Out,Grey's Anatomy,8.8,1,Julie Anne Robinson,Season 5 | Episode 14
584,Before and After,Grey's Anatomy,8.5,55,Daniel Attias,Season 5 | Episode 15
585,An Honest Mistake,Grey's Anatomy,9.0,1,Randy Zisk,Season 5 | Episode 16
586,I Will Follow You Into the Dark,Grey's Anatomy,9.0,1,James Frawley,Season 5 | Episode 17
587,Stand by Me,Grey's Anatomy,9.2,1,Jessica Yu,Season 5 | Episode 18
588,Elevator Love Letter,Grey's Anatomy,9.2,1,Edward Ornelas,Season 5 | Episode 19
589,Sweet Surrender,Grey's Anatomy,9.0,1,Tony Phelan,Season 5 | Episode 20
590,No Good at Saying Sorry (One More Chance),Grey's Anatomy,8.7,1,Tom Verica,Season 5 | Episode 21
591,What a Difference a Day Makes,Grey's Anatomy,9.4,1,Rob Corn,Season 5 | Episode 22
592,Here's to Future Days,Grey's Anatomy,9.2,55,Bill D'Elia,Season 5 | Episode 23
593,Now or Never,Grey's Anatomy,9.6,1,Rob Corn,Season 5 | Episode 24
594,Good Mourning,Grey's Anatomy,8.7,1,Edward Ornelas,Season 6 | Episode 1
595,Goodbye,Grey's Anatomy,8.7,1,Bill D'Elia,Season 6 | Episode 2
596,I Always Feel Like Somebody's Watchin' Me,Grey's Anatomy,7.8,1,Michael Pressman,Season 6 | Episode 3
597,Tainted Obligation,Grey's Anatomy,8.2,1,Tom Verica,Season 6 | Episode 4
598,Invasion,Grey's Anatomy,8.4,1,Tony Phelan,Season 6 | Episode 5
599,I Saw What I Saw,Grey's Anatomy,8.7,1,Allison Liddi-Brown,Season 6 | Episode 6
